hexID,slope_IC,NO,NumSpecies,LAT,LON,country,GDP,BC20,AC,AS,BC1,BC2,BC3,BC4,BC5,BC6,BC7,BC8,BC9,BC10,BC11,BC12,BC13,BC14,BC15,BC16,BC17,BC18,BC19,dx,dxx,dy,dyy,EL,BC21,HF,PC,RO,SL,TC,TP,TR,BD,CL,OC,pH,EC,CN,N2,BM,geometry
18789,0,0,0,49.31839734,77.25001146,Kazakhstan,10597.26442,2866,0.133456409,0.775239587,16,101,231,12148,236,-202,438,173,-148,173,-151,282,58,7,69,161,22,161,23,0.129879773,-3.81E-05,0.023535294,-0.000132719,910.625,1144,7.107523918,-0.000237394,68.0625,6.069332123,7.53E-05,-3,22.734375,,,,,,,,6,77.25001146|49.31839734
16058,0,0,0,33.73095063,39.75001146,Iraq,5355.138065,512,0.133712277,-0.753406584,193,121,329,8687,383,15,368,168,302,307,72,124,22,0,80,62,0,0,55,-0.012826703,8.66E-06,0.000101424,2.01E-05,638.25,2477,6.351902008,1.41E-05,9.875,0.804399312,1.47E-05,0.5234375,2.7578125,,,,,,,,6,39.75001146|33.73095063
8239,0.99275,400,22,-32.51914127,-67.49998854,Argentina,12114.30162,1507,0.13375482,0.17147699,186,96,365,5629,306,44,262,251,118,258,101,224,48,4,82,128,12,128,13,0.001237264,-4.62E-06,0.000642494,-3.32E-06,494.25,2082,3.917334795,-7.22E-06,2.8125,0.207272813,-7.18E-07,-0.1328125,1.0390625,,,,,,,,6,-67.49998854|-32.51914127
8630,0,0,0,-7.83781377,-62.24998854,Brazil,10016.80197,17039,0.13399078,-0.491078049,254,49,570,327,301,214,87,252,252,259,251,2222,346,24,59,975,95,272,890,-0.005542386,1.97E-07,0.002678694,-1.39E-05,82.625,1248,0.250250816,-7.61E-06,7,0.554045379,-6.12E-06,-0.2734375,2.1484375,,,,,,,,1,-62.24998854|-7.83781377
18580,0,0,0,73.0471397,74.25873212,Russia,12285.6585,9682,0.134093076,-0.361242771,-91,28,96,9738,56,-234,290,32,-89,45,-213,297,35,16,24,103,48,95,70,-0.001612189,0,0.000134411,1.16E-06,7.375,249,0,-8.51E-06,0.875,0.083890729,5.04E-06,0.0234375,0.4140625,,,,,,,,9,74.25873212|73.0471397
16100,0,0,0,1.255447311,40.50001146,Kenya,1615.790566,1474,0.134313762,0.459682286,277,80,574,1223,355,215,140,287,263,299,263,334,104,2,111,241,8,73,8,0.00117932,-3.68E-06,0.000169568,-3.73E-06,157.875,2353,7.239728451,-7.12E-06,2.6875,0.140815571,-2.94E-07,-0.1484375,0.8828125,1.38,12,15.62,5.6,0,12,1.46,3,40.50001146|1.255447311
16450,0,0,0,61.00818728,45.00001146,Russia,12285.6585,9002,0.134330466,0.823717237,22,64,173,10216,216,-153,369,151,-68,165,-116,585,73,27,30,211,81,209,116,0.020448016,-2.38E-05,0.002052873,-2.13E-06,113.5,645,2.505037069,-2.16E-05,7.25,0.653327823,-4.34E-06,-0.15625,2.328125,1.2,48,15.26,5.6,0,12,1.48,9,45.00001146|61.00818728
13174,0.999936407,44035,78,45.42161937,1.15E-05,France,40719.32418,8294,0.134364501,-0.450630158,128,78,336,5395,256,25,232,72,200,205,58,754,81,52,14,239,159,174,215,-0.010444697,-9.40E-06,-0.000674817,-8.63E-05,91.9375,1063,11.02722836,-7.63E-05,15.3125,1.14225924,-1.93E-05,-1.828125,4.71875,,,,,,,,4,1.15e-05|45.42161937
16607,0,0,0,44.12267904,47.25001146,Russia,12285.6585,2002,0.134765193,0.190753296,129,44,146,9066,286,-15,301,153,10,255,10,244,26,17,14,75,51,59,51,0.000936999,4.50E-06,0.000202493,3.79E-12,-25.4375,1218,12.59653568,4.08E-06,2,0.118647158,-2.94E-06,0.046875,0.765625,,,,,,,,6,47.25001146|44.12267904
20903,0,0,0,19.97808361,106.1520282,Vietnam,2875.825131,12677,0.135368958,-0.077207699,245,37,234,4175,316,159,158,280,187,297,183,1752,390,23,82,1109,75,589,75,-3.58E-05,-1.53E-06,0.000982349,4.50E-06,2.25,1367,,1.55E-06,2.125,0.138463765,-3.69E-06,0.0625,0.765625,1.38,11,4.99,6.2,1,9,0.52,0,106.1520282|19.97808361
18240,0,0,0,38.92685654,69.75001146,Tajikistan,913.195196,4895,0.135499433,-0.491363466,16,92,294,7490,175,-137,312,4,88,117,-89,877,154,8,67,454,28,41,218,-0.163647756,-0.000596868,0.02621297,-0.000812844,3069.125,1111,9.676170349,-0.00066574,200.625,16.86943626,-0.000617034,-23.609375,63.671875,,,,,,,,6,69.75001146|38.92685654
17532,0,0,0,40.22582068,60.00001146,Turkmenistan,6747.519755,507,0.135689765,-0.196787223,154,116,270,11040,379,-49,429,142,296,303,2,102,20,1,70,57,4,6,30,-0.002995928,6.30E-05,0.001891225,2.30E-05,159.0625,2108,6,6.39E-05,10.5625,0.932618022,2.20E-05,1.203125,3.453125,,,,,,,,6,60.00001146|40.22582068
20587,0,0,0,48.01947899,102.0000115,Mongolia,4078.593988,3504,0.135969594,-0.947826505,-10,110,233,12174,209,-264,473,149,-171,149,-185,286,83,2,114,226,6,226,6,-0.098532058,-2.93E-05,0.009240879,-1.90E-05,1762.875,941,6.924335003,-4.37E-05,40.4375,3.99093318,-4.34E-06,-0.6484375,13.0390625,,,,,,,,6,102.0000115|48.01947899
20628,0,0,0,12.94676504,102.7500115,Cambodia,1288.229864,10096,0.136330634,-0.051162697,271,54,503,976,317,209,108,271,255,283,255,1852,317,8,75,944,24,249,24,0.000311022,-7.95E-06,0.000779625,-2.94E-06,91.25,1734,4.295741558,-1.45E-05,6.3125,0.440998077,3.58E-06,-0.2109375,2.2265625,1.46,22,5.62,8,8,10,0.68,1,102.7500115|12.94676504
25510,0,0,0,-46.31884036,169.8210517,New Zealand,42063.14918,7665,0.136492699,-0.114777677,107,36,326,2502,164,53,111,81,75,143,72,808,80,50,12,232,166,190,208,-0.000438218,1.66E-05,3.37E-05,-1.36E-06,2.8125,995,18.92780685,4.99E-06,1.8125,0.101062886,-1.36E-06,0.1328125,0.6796875,1.47,20,11.81,7.4,1,10,1.25,6,169.8210517|-46.31884036
22902,0,0,0,-26.02414769,134.2500115,Australia,58783.83623,687,0.136600643,0.567665458,222,115,392,6462,358,64,294,302,184,304,125,177,36,7,49,89,21,51,36,0.008316619,4.31E-06,0.000541574,3.17E-05,332.75,2980,0.093712233,1.99E-05,9.3125,0.674644411,1.60E-05,0.703125,3.0625,1.25,13,60.82,5.5,0,13,2.92,6,134.2500115|-26.02414769
14783,0,0,0,-22.12711259,22.50001146,Botswana,6635.929505,1271,0.136607885,0.566677809,219,117,460,4588,323,68,255,264,141,264,141,375,86,0,93,232,1,232,1,0.000799656,2.25E-06,0.000135462,1.96E-06,1046,2704,0,-2.57E-06,1.6875,0.066034503,2.48E-06,0.078125,0.515625,,,,,,,,6,22.50001146|-22.12711259
13982,0,0,0,20.7409152,11.25001146,Niger,536.0501235,27,0.136639386,0.089039832,271,139,413,6722,425,89,335,340,182,345,166,9,5,0,190,12,0,5,0,0.000144022,1.77E-06,0.000203227,-4.31E-06,451.375,3677,0,6.70E-06,3,0.153904378,-9.23E-06,-0.0546875,1.1171875,1.02,8,68.14,5.1,0,20,3.01,6,11.25001146|20.7409152
6577,0.999704787,37605,102,38.92685654,-90.74998854,United States,59704.09773,7021,0.136927634,0.284914434,133,90,248,9379,313,-51,363,172,8,255,-1,920,102,45,23,297,143,255,150,0.003286805,2.49E-05,-0.000878267,3.51E-06,133.6875,1345,26.68293953,1.04E-05,6.375,0.388380617,1.37E-05,0.375,2.265625,,,,,,,,6,-90.74998854|38.92685654
9858,0,0,0,67.50189313,-45.74998854,Greenland,49856.71957,21376,0.136982068,-0.960331857,-164,54,200,7923,-15,-287,272,-96,-256,-49,-256,292,38,16,31,110,48,87,48,-0.004565117,-2.37E-05,0.000201742,4.97E-13,2077.8125,298,0,-2.41E-05,0.875,0.103486404,4.42E-07,-0.0703125,0.3203125,1.3,15,26.43,6.4,2,13,1.71,,-45.74998854|67.50189313
7499,0,0,0,26.71673069,-78.00318759,Bahamas,28841.18982,7435,0.137248024,0.088388264,249,14,160,2610,293,203,89,281,230,284,214,1219,183,46,44,501,147,389,204,0.000188445,7.27E-07,0.000236915,-1.76E-06,0.625,1924,5.393284321,-4.57E-06,1.25,0.07805109,-2.73E-06,-0.0234375,0.6015625,,,,,,,,0,-78.00318759|26.71673069
8945,0,0,0,-38.28081665,-57.86460644,Argentina,12114.30162,6553,0.137342781,-0.370647669,142,46,284,4096,227,65,162,190,91,200,90,867,98,52,19,271,163,236,175,-0.003900162,3.42E-05,0.002601309,-4.48E-06,11,1324,31.27486801,-1.37E-05,6.5625,0.409675002,4.34E-05,0.3359375,2.1796875,0.86,19,90.33,5.3,0,19,5.51,6,-57.86460644|-38.28081665
22337,0,0,0,63.60574824,126.0000115,Russia,12285.6585,4222,0.137416944,0.637633026,-85,74,117,20121,239,-393,632,163,-336,180,-364,257,38,8,54,112,25,108,30,0.022973236,-5.46E-05,0.004575173,2.05E-05,98.25,660,0.50137794,-4.86E-05,10,0.803437889,1.45E-05,0.1953125,3.5078125,,,,,,,,9,126.0000115|63.60574824
20040,0,0,0,42.82373225,94.50001146,China,8599.066028,641,0.137439042,-0.660889745,44,121,255,12132,273,-203,477,201,-109,201,-135,53,13,1,79,35,4,35,6,-0.058007021,5.13E-05,0.032102585,-1.36E-06,1794.5625,1496,6.405257702,-0.000108837,53.25,4.389253616,0.000158793,0.53125,17.046875,,,,,,,,6,94.50001146|42.82373225
21247,0,0,0,63.60574824,111.0000115,Russia,12285.6585,5627,0.137716696,-0.728076041,-75,73,128,17379,219,-351,570,145,-296,160,-316,343,54,10,50,154,34,140,47,-0.04987501,9.72E-06,0.004709741,-5.02E-05,314.625,602,0,2.83E-05,22.25,1.939453721,-6.93E-05,-0.9765625,7.2265625,,,,,,,,9,111.0000115|63.60574824
20245,0,0,0,8.657227479,98.2444559,Thailand,6287.981249,,0.137896135,-0.903909981,277,26,505,616,304,253,51,274,276,286,269,3432,580,31,70,1681,93,444,308,-0.013969588,7.93E-07,0.002169994,9.03E-06,5.125,,,-9.07E-06,10.3125,0.869915783,1.89E-05,0.1953125,3.1953125,,,,,,,,,98.2444559|8.657227479
1682,0,0,0,64.90449316,-158.2499885,United States,59704.09773,5850,0.13845773,0.669644415,-44,68,166,12347,171,-239,410,111,18,127,-204,532,103,16,52,276,56,171,134,0.20665051,0.000153072,0.040328342,-0.000277065,347.9375,586,0.000199094,-0.0001324,95.5625,8.148601532,8.15E-06,-5.046875,30.03125,,,,,,,,9,-158.2499885|64.90449316
7061,0,0,0,22.03993254,-83.99998854,Cuba,7594.046954,7497,0.13879776,0.575615585,259,33,387,1733,298,214,84,277,244,281,235,1510,230,33,58,656,113,541,131,0.00719236,-1.22E-05,0.001896492,-1.17E-06,4.5625,1788,14.52615166,-1.68E-05,6.875,0.522646904,3.48E-06,-0.234375,2.359375,,,,,,,,2,-83.99998854|22.03993254
15234,0,0,0,16.84384906,28.50001146,Sudan,1060.231023,197,0.138928503,-0.625010967,275,124,422,5735,406,112,294,331,196,332,184,42,18,0,183,53,0,35,0,-0.002815003,2.11E-06,0.000542164,5.49E-06,421.5,3399,2.250007391,7.15E-06,3.9375,0.222959518,-5.42E-08,0.1484375,1.3828125,,,,,,,,6,28.50001146|16.84384906
13759,0,0,0,7.750632424,8.250011459,Nigeria,2401.524375,7538,0.138982892,-0.141726047,274,71,485,1631,356,210,145,253,277,300,252,1199,225,2,84,656,10,58,594,-0.00023797,-3.37E-05,0.000712061,-5.30E-06,76.0625,1704,9.504072189,-3.33E-05,4.4375,0.298024297,-8.04E-06,-0.7734375,1.5703125,0.97,18,89.2,5.6,1,19,4.34,3,8.250011459|7.750632424
18406,0,0,0,45.42161937,72.00001146,Kazakhstan,10597.26442,998,0.139028758,-0.570349634,92,107,226,13083,330,-141,472,79,205,260,-90,153,21,5,31,57,18,31,39,-0.003066526,-7.83E-07,0.001012237,7.77E-07,420.0625,1582,3,-1.80E-07,2.9375,0.232168391,7.54E-07,0.0078125,0.9609375,,,,,,,,6,72.00001146|45.42161937
6079,0.998475199,17238,312,19.4418954,-97.49998854,Mexico,10344.97195,2728,0.139150843,0.407093257,140,84,535,2003,212,54,157,155,113,162,107,649,119,13,72,312,39,304,39,0.001464164,-5.01E-06,0.000575894,3.72E-06,2326.3125,1568,12.0513773,-6.08E-06,3.1875,0.174196631,3.27E-06,-0.015625,1.21875,,,,,,,,6,-97.49998854|19.4418954
12513,0,0,0,27.23597411,-8.999988541,Morocco,3335.554725,111,0.139578372,0.555976629,235,139,402,6401,423,78,345,262,318,336,145,47,12,0,86,29,0,16,13,0.00185523,-3.18E-06,0.000710694,3.32E-06,462.25,3226,2.824849606,3.95E-06,2.5,0.183215588,-3.37E-06,0.015625,0.796875,1.46,27,10.35,7.5,1,10,1.05,6,-8.999988541|27.23597411
25359,0,0,0,-14.25846,167.595114,Vanuatu,2927.178092,21046,0.13965182,0.923568785,263,11,346,724,279,247,33,269,252,271,252,4173,459,207,22,1360,662,1110,662,0.045906283,-3.92E-06,0.00518566,3.39E-05,55.6875,1671,10.35783195,-1.33E-05,29.6875,2.752715349,4.33E-05,0.6015625,9.2109375,0.83,29,228.23,5.4,1,18,9.37,,167.595114|-14.25846
24097,1,5693,23,-36.24038798,150.0844102,Australia,58783.83623,6605,0.140048161,0.635714948,162,56,359,3401,241,85,156,199,117,209,113,982,113,47,25,337,149,321,185,0.070167668,0.000141957,0.014329067,0.000127087,90.9375,1382,4.119105816,3.88E-05,60.0625,5.126989841,0.000228842,4.4140625,20.2890625,,,,,,,,4,150.0844102|-36.24038798
22686,0,0,0,-20.82809541,131.2500115,Australia,58783.83623,1126,0.140093163,0.356953919,256,111,417,5336,369,103,266,315,188,315,169,405,98,4,91,266,15,266,22,0.00176534,-9.97E-06,0.000508062,-5.87E-07,396.5625,3152,5.855450153,-4.80E-06,2.3125,0.153755456,-4.77E-06,-0.1875,0.75,1.44,18,6.45,8.2,4,9,0.76,6,131.2500115|-20.82809541
13866,0,0,0,2.688722151,10.01145635,Cameroon,1515.437753,19673,0.140171111,0.148927316,255,31,545,757,286,229,56,249,258,265,244,2510,446,83,56,1301,249,486,393,0.001618729,-2.33E-06,0.001831308,1.53E-05,53.8125,1278,5.991968155,-1.82E-06,9.6875,0.675104916,1.48E-05,0.2578125,3.5859375,1.45,13,4.17,7.2,1,11,0.52,1,10.01145635|2.688722151
4396,0.998682927,2050,20,36.32891296,-120.7499885,United States,59704.09773,3651,0.140415207,0.448499262,120,129,457,5047,277,-6,283,51,185,190,51,331,68,1,88,190,3,3,190,0.101992339,0.000481082,0.027373428,0.000313808,921.5625,1717,1.250006318,0.000408777,109.3125,8.805411339,0.000379283,12.6015625,38.0078125,,,,,,,,8,-120.7499885|36.32891296
14539,0.999980201,61204,42,51.9162083,18.75001146,Poland,14583.85885,5960,0.140622064,0.04205079,88,71,260,7302,236,-37,272,184,-8,187,-8,513,79,26,37,218,78,201,78,0.000327004,4.06E-06,0.000202218,2.71E-06,106.1875,874,12.3519659,-1.01E-05,3.0625,0.182924166,1.69E-05,0.0859375,0.9765625,,,,,,,,4,18.75001146|51.9162083
16560,0,0,0,63.60574824,46.50001146,Russia,12285.6585,9860,0.14097859,-0.573311627,7,65,167,10535,212,-174,386,142,-85,157,-136,491,64,20,35,190,62,178,89,-0.013527201,-3.41E-05,0.004541529,2.11E-05,138.3125,582,0,-1.77E-05,7.375,0.668070018,4.61E-06,0.2890625,2.3203125,,,,,,,,9,46.50001146|63.60574824
21397,1,3082,1,28.53497671,113.2500115,China,8599.066028,11447,0.140979126,-0.521418333,181,72,228,8284,329,13,315,253,98,292,63,1343,213,39,51,620,138,359,163,-0.0141772,-2.86E-05,0.000744398,-2.23E-05,78.875,1212,15.04942703,-3.14E-05,17.375,1.185322285,-1.94E-05,-0.890625,6.0625,,,,,,,,4,113.2500115|28.53497671
6526,0.999955543,107972,44,48.01947899,-91.49998854,United States,59704.09773,8463,0.141056865,-0.385570258,33,91,211,11482,240,-192,432,179,-124,180,-133,771,104,22,45,298,74,295,93,-0.022772295,2.29E-05,0.022967307,-8.52E-05,427,850,4.30E-05,-4.14E-05,26.5,2.473775148,-2.10E-05,-1.5078125,8.8359375,,,,,,,,4,-91.49998854|48.01947899
16215,0,0,0,16.84384906,42.00001146,Saudi Arabia,22792.6257,,0.141421109,-0.141421303,296,29,303,2357,339,244,95,263,317,324,261,117,23,1,72,66,5,7,35,-0.000105564,6.34E-07,0.000101656,-6.47E-06,0.0625,,,-9.28E-06,0.9375,0.047813237,3.45E-06,-0.1171875,0.1171875,1.44,24,14.75,5.2,0,10,1.03,,42.00001146|16.84384906
15031,0,0,0,55.81284961,25.50001146,Lithuania,17483.28055,8385,0.141540587,0.661775053,65,66,220,8071,224,-74,298,173,-18,173,-44,664,82,34,26,234,106,234,111,0.023327425,4.76E-05,0.004109099,-2.44E-05,114.4375,763,19.27971077,4.70E-05,12.125,1.099484086,-2.39E-05,-0.1875,3.859375,,,,,,,,4,25.50001146|55.81284961
21165,0,0,0,-7.83781377,110.2500115,Indonesia,3788.369479,12817,0.141766205,-0.580292583,268,42,666,354,296,233,63,266,265,273,262,2156,364,33,67,1035,111,429,119,-0.035464525,-0.000145423,0.015563553,-1.16E-05,64.9375,1649,20.3877449,-0.000170492,35.1875,2.789422512,1.44E-05,-3.109375,9.9375,1.46,26,21.8,6.3,0,11,2.05,1,110.2500115|-7.83781377
14845,0,0,0,-2.641666747,23.25001146,"Congo, Dem. Rep. of the",485.2785771,13984,0.141815111,-0.324056476,232,51,632,348,275,194,81,227,235,236,226,1913,240,65,33,716,202,286,604,-0.016962459,6.02E-06,0.004646099,-7.28E-05,488.9375,1211,3.295406103,-0.000126459,38.625,2.83458519,5.94E-05,-1.328125,14.296875,,,,,,,,1,23.25001146|-2.641666747
10156,0,0,0,-7.83781377,-41.24998854,Brazil,10016.80197,3578,0.141937912,0.749814451,275,81,578,1270,353,212,141,267,266,298,261,703,164,0,97,455,2,132,7,0.008092556,-1.42E-05,0.001152855,-3.98E-13,348.4375,1846,4.79093504,-5.07E-06,7.125,0.592462718,-9.14E-06,-0.28125,2.234375,,,,,,,,6,-41.24998854|-7.83781377
14952,0,0,0,-7.83781377,24.75001146,"Congo, Dem. Rep. of the",485.2785771,8492,0.14203763,0.523287535,221,75,567,1241,303,171,133,207,228,241,207,1381,247,1,76,691,4,132,691,0.010642731,-1.72E-05,0.000372983,-5.30E-06,992.125,1634,9.756690025,-3.88E-07,11.5,0.935292006,-2.21E-05,-0.4453125,3.8671875,,,,,,,,3,24.75001146|-7.83781377
23605,0,0,0,-39.8660273,143.9917047,Australia,58783.83623,8313,0.142049327,0.24860394,134,19,244,1958,176,100,76,110,164,164,110,889,118,36,37,344,108,108,344,0.006354554,-7.38E-05,0.000168873,1.11E-05,39.5,1214,11.58762932,-3.94E-05,13.375,0.934146285,-2.33E-05,-0.65625,4.9375,,,,,,,,4,143.9917047|-39.8660273
22221,0,0,0,45.42161937,124.5000115,China,8599.066028,3566,0.14229019,0.000551048,54,92,184,14332,282,-217,499,232,-136,232,-159,412,130,1,117,331,5,331,5,0.000335267,-1.18E-06,0.001180945,-1.69E-05,122,1214,17.51894951,-2.01E-05,3.5625,0.319625169,3.82E-06,-0.3515625,1.1015625,,,,,,,,4,124.5000115|45.42161937
20599,0,0,0,79.18670114,102.0000115,Russia,12285.6585,10411,0.142722279,-0.367894709,-150,30,91,11233,14,-309,323,1,-274,1,-285,188,28,8,43,82,27,82,30,-0.051740486,-0.001754987,0.004802775,-8.37E-05,63.625,195,0,-0.001667903,20.25,1.69938755,-0.00014058,-2.953125,6.578125,,,,,,,,9,102.0000115|79.18670114
18790,0,0,0,51.9162083,77.25001146,Kazakhstan,10597.26442,2474,0.14285709,0.278383315,38,96,204,13577,275,-197,472,213,-94,213,-149,248,39,10,41,111,32,111,39,0.000544959,-2.03E-06,0.000134812,1.55E-06,114.0625,1119,5.187335491,-7.14E-06,1,0.051838882,8.07E-06,0.015625,0.40625,,,,,,,,6,77.25001146|51.9162083
18294,0,0,0,37.62788721,70.50001146,Afghanistan,532.0188707,4460,0.143077925,0.957327187,40,114,313,8510,223,-140,363,20,126,157,-78,651,131,1,81,383,7,9,191,0.373034507,0.000126589,0.053552352,-4.09E-06,2637.1875,1356,13.92497444,0.000137189,185.375,17.26939583,-5.52E-05,1.5234375,58.9921875,1.47,13,12.43,5.6,0,16,0.9,6,70.50001146|37.62788721
23154,0,0,0,62.3069786,137.2500115,Russia,12285.6585,6128,0.143585801,0.481240779,-118,78,126,19797,194,-421,615,122,-367,139,-390,458,86,7,76,258,22,242,28,0.176898316,0.000537794,0.029777789,8.87E-05,807.1875,577,0.117185153,0.000168522,97.5625,8.634922981,0.000419371,4.1484375,31.2109375,,,,,,,,9,137.2500115|62.3069786
6361,0.999481865,11672,57,44.12267904,-93.74998854,United States,59704.09773,6894,0.144091353,-0.073289402,76,90,217,11150,280,-135,415,219,-74,219,-83,778,113,21,51,329,64,329,70,-0.001077558,-5.62E-06,0.003611133,3.56E-05,319.875,1090,26.49222565,2.23E-05,6.4375,0.534148932,7.59E-06,0.65625,2.296875,1.44,4,6.28,5.7,0,13,0.52,4,-93.74998854|44.12267904
6894,0.8992,258,55,12.94676504,-86.24998854,Nicaragua,1916.06893,7483,0.144187361,0.614414275,215,68,587,787,281,166,115,210,218,229,206,1547,290,9,84,832,33,451,55,0.010574921,7.09E-05,0.038438924,0.000303554,1067.8125,1730,20.95557213,0.000332561,52.25,4.173201561,1.41E-05,7.40625,15.3125,,,,,,,,2,-86.24998854|12.94676504
11223,0,0,0,73.99455007,-26.99998854,Greenland,49856.71957,20209,0.144250005,0.985135615,-155,49,157,9416,29,-285,313,-20,-50,-6,-257,97,12,5,26,34,15,25,26,0.032643728,-0.000101287,0.001276788,-1.93E-06,1177.5,313,0,-0.000100902,4.75,0.525309861,-2.14E-06,-0.1953125,1.6484375,1.3,15,26.43,6.4,2,13,1.71,,-26.99998854|73.99455007
20150,0,0,0,45.42161937,96.00001146,Mongolia,4078.593988,1097,0.144352421,-0.665635109,-7,119,245,12654,229,-258,487,152,-168,159,-187,108,30,1,111,84,3,78,3,-0.044893481,1.06E-05,-0.005634799,0.000117162,2134.75,1002,0.26695624,4.09E-05,33.4375,2.840190887,8.60E-05,2.4609375,10.3359375,,,,,,,,6,96.00001146|45.42161937
7715,0,0,0,22.200755,-74.250644,Bahamas,28841.18982,3897,0.144567162,-0.010780273,264,11,189,1637,292,237,56,279,244,285,243,903,154,31,49,423,97,233,102,0.000327309,1.29E-05,0.000778898,3.93E-05,10.125,1957,,3.65E-05,8.4375,0.594932318,1.57E-05,1.0078125,3.1015625,,,,,,,,,-74.250644|22.200755
18883,0.994968944,1610,48,10.34870117,78.75001146,India,1773.167844,4276,0.144597799,0.679540038,288,75,518,2182,360,215,145,289,279,313,254,900,174,12,66,464,42,140,139,0.004143013,6.60E-06,0.000440737,6.47E-06,97.875,2251,18.84810638,7.03E-06,4.375,0.345160007,6.04E-06,0.2578125,1.3203125,1.38,18,7.89,7.2,1,10,1.1,6,78.75001146|10.34870117
17914,0,0,0,41.52477935,65.25001146,Uzbekistan,2147.157485,787,0.144700497,-0.176843002,146,115,273,10960,368,-53,421,135,237,294,-4,138,26,1,72,77,3,10,44,-0.000404492,3.45E-07,0.001721981,-6.81E-06,242.8125,2032,2.253094673,-2.91E-06,6.375,0.467134535,-3.56E-06,-0.1328125,2.2265625,,,,,,,,6,65.25001146|41.52477935
23287,0,0,0,-17.12263,139.415943,Australia,58783.83623,4324,0.144852087,-0.537623763,264,58,406,2790,320,176,144,287,223,294,217,1127,319,1,120,855,5,398,10,-0.007470608,-3.81E-06,0.001897525,1.53E-05,4.8125,2432,4.64523077,9.39E-07,7.3125,0.68705678,1.05E-05,0.234375,2.546875,,,,,,,,3,139.415943|-17.12263
23374,0,0,0,67.50189313,140.2500115,Russia,12285.6585,4323,0.145092651,0.445849478,-119,64,113,18497,182,-380,562,118,-281,133,-352,238,58,4,89,156,14,153,20,0.012816519,6.31E-05,0.001950166,-6.95E-06,312,541,0,4.74E-05,7.8125,0.576706409,8.74E-06,0.046875,2.59375,1.52,37,18.68,6.8,1,11,1.65,9,140.2500115|67.50189313
14599,0,0,0,66.20320965,19.50001146,Sweden,55938.12762,11901,0.145107567,0.4462789,1,63,196,8957,177,-145,323,122,-83,129,-114,560,91,24,42,245,80,235,81,0.0126551,-1.18E-05,0.002959368,-1.70E-05,479,488,3.302734613,3.61E-07,8.625,0.746688008,-2.92E-05,-0.3828125,2.8359375,,,,,,,,9,19.50001146|66.20320965
24191,0,0,0,66.20320965,151.5000115,Russia,12285.6585,4228,0.145490885,0.26096487,-100,66,112,18912,210,-380,590,134,-145,154,-350,258,43,8,48,117,27,115,55,0.003080507,1.19E-06,-0.001311535,-2.41E-05,38.25,579,3.036371946,-3.78E-05,3.5,0.287617296,1.77E-05,-0.484375,1.046875,,,,,,,,9,151.5000115|66.20320965
14566,0,0,0,-19.52907577,19.50001146,Namibia,5249.237243,1802,0.145518512,-0.168768629,214,117,466,3744,323,73,251,237,169,254,147,520,132,0,107,384,0,111,1,-0.00085751,3.92E-06,0.000609765,-7.05E-06,1214.5,2534,0,-1.58E-07,2.75,0.125866547,-5.92E-06,-0.0703125,0.9765625,,,,,,,,3,19.50001146|-19.52907577
17858,0,0,0,37.62788721,64.50001146,Turkmenistan,6747.519755,862,0.145559669,0.064032972,184,121,303,9864,396,-5,401,104,309,318,48,180,45,0,96,118,0,1,83,0.000254887,3.08E-06,0.000135148,-1.56E-06,245.0625,2155,8.259812355,6.03E-06,2,0.11393097,1.78E-07,0.0078125,0.8203125,,,,,,,,6,64.50001146|37.62788721
20676,0,0,0,-3.94070435,103.5000115,Indonesia,3788.369479,19054,0.146045312,0.311483651,246,55,755,291,283,211,73,241,245,249,241,2380,289,104,30,830,326,634,830,0.013540164,4.57E-05,-0.001254754,-2.81E-05,313.9375,1541,18.02445221,1.27E-05,29.9375,1.499146938,4.92E-06,0.359375,11.21875,,,,,,,,1,103.5000115|-3.94070435
10568,0,0,0,71.3976804,-35.99998854,Greenland,49856.71957,46082,0.146190926,0.950827122,-265,61,192,9463,-79,-400,321,-133,-306,-118,-366,110,18,5,43,48,16,38,20,0.002526656,-2.27E-05,6.72E-05,8.53E-14,3101,233,0,-2.22E-05,0.4375,0.047520496,-4.50E-07,-0.046875,0.140625,1.3,15,26.43,6.4,2,13,1.71,,-35.99998854|71.3976804
8679,0,0,0,-22.12711259,-61.49998854,Paraguay,5882.038718,2861,0.146215424,0.618481338,244,85,450,3465,330,142,188,284,207,284,189,620,106,6,69,288,18,288,23,0.002798842,2.26E-07,0.000643445,1.37E-06,210.9375,2075,2.8808496,-1.19E-06,3.125,0.212622166,2.79E-06,0.03125,0.796875,,,,,,,,2,-61.49998854|-22.12711259
23532,0,0,0,53.21509958,142.5000115,Russia,12285.6585,9502,0.146703675,0.74795413,-9,56,145,11757,182,-206,387,60,-52,150,-172,626,92,25,46,270,75,229,82,0.021554222,1.40E-05,0.003167389,3.88E-05,62.25,636,3.507753849,8.04E-06,11.125,1.050791979,4.47E-05,0.8828125,3.5703125,1.44,21,15.42,7.2,1,10,1.53,9,142.5000115|53.21509958
8184,0.996,244,11,-33.81812863,-68.24998854,Argentina,12114.30162,1535,0.146745488,0.816781163,155,98,382,5533,276,19,257,222,91,227,75,283,51,7,62,145,23,135,26,0.010815115,5.88E-06,0.002129931,1.11E-05,715.3125,1752,4.394547939,1.25E-05,7.1875,0.615244746,4.52E-06,0.3046875,2.2578125,,,,,,,,6,-68.24998854|-33.81812863
